   0.0000000e+00   5.0925964e-01
   5.0000000e-02   6.9689659e-01
   1.0000000e-01   8.9724168e-01
   1.5000000e-01   1.0185744e+00
   2.0000000e-01   1.0491702e+00
   2.5000000e-01   1.1242788e+00
   3.0000000e-01   1.2817321e+00
   3.5000000e-01   1.1857004e+00
   4.0000000e-01   1.2890313e+00
   4.5000000e-01   1.0125075e+00
   5.0000000e-01   1.0724382e+00
   5.5000000e-01   9.7642451e-01
   6.0000000e-01   8.7707393e-01
   6.5000000e-01   8.9660944e-01
   7.0000000e-01   8.2988475e-01
   7.5000000e-01   9.4298916e-01
   8.0000000e-01   9.7292085e-01
   8.5000000e-01   9.9442383e-01
   9.0000000e-01   1.0936484e+00
   9.5000000e-01   1.3622017e+00
   1.0000000e+00   1.6072903e+00
