   0.0000000e+00   5.0000000e-01
   1.0000000e-02   5.2511621e-01
   2.0000000e-02   5.5013329e-01
   3.0000000e-02   5.7495253e-01
   4.0000000e-02   5.9947595e-01
   5.0000000e-02   6.2360680e-01
   6.0000000e-02   6.4724982e-01
   7.0000000e-02   6.7031172e-01
   8.0000000e-02   6.9270147e-01
   9.0000000e-02   7.1433072e-01
   1.0000000e-01   7.3511410e-01
   1.1000000e-01   7.5496960e-01
   1.2000000e-01   7.7381884e-01
   1.3000000e-01   7.9158745e-01
   1.4000000e-01   8.0820530e-01
   1.5000000e-01   8.2360680e-01
   1.6000000e-01   8.3773117e-01
   1.7000000e-01   8.5052267e-01
   1.8000000e-01   8.6193082e-01
   1.9000000e-01   8.7191059e-01
   2.0000000e-01   8.8042261e-01
   2.1000000e-01   8.8743326e-01
   2.2000000e-01   8.9291490e-01
   2.3000000e-01   8.9684588e-01
   2.4000000e-01   8.9921069e-01
   2.5000000e-01   9.0000000e-01
   2.6000000e-01   8.9921069e-01
   2.7000000e-01   8.9684588e-01
   2.8000000e-01   8.9291490e-01
   2.9000000e-01   8.8743326e-01
   3.0000000e-01   8.8042261e-01
   3.1000000e-01   8.7191059e-01
   3.2000000e-01   8.6193082e-01
   3.3000000e-01   8.5052267e-01
   3.4000000e-01   8.3773117e-01
   3.5000000e-01   8.2360680e-01
   3.6000000e-01   8.0820530e-01
   3.7000000e-01   7.9158745e-01
   3.8000000e-01   7.7381884e-01
   3.9000000e-01   7.5496960e-01
   4.0000000e-01   7.3511410e-01
   4.1000000e-01   7.1433072e-01
   4.2000000e-01   6.9270147e-01
   4.3000000e-01   6.7031172e-01
   4.4000000e-01   6.4724982e-01
   4.5000000e-01   6.2360680e-01
   4.6000000e-01   5.9947595e-01
   4.7000000e-01   5.7495253e-01
   4.8000000e-01   5.5013329e-01
   4.9000000e-01   5.2511621e-01
   5.0000000e-01   5.0000000e-01
   5.1000000e-01   4.7488379e-01
   5.2000000e-01   4.4986671e-01
   5.3000000e-01   4.2504747e-01
   5.4000000e-01   4.0052405e-01
   5.5000000e-01   3.7639320e-01
   5.6000000e-01   3.5275018e-01
   5.7000000e-01   3.2968828e-01
   5.8000000e-01   3.0729853e-01
   5.9000000e-01   2.8566928e-01
   6.0000000e-01   2.6488590e-01
   6.1000000e-01   2.4503040e-01
   6.2000000e-01   2.2618116e-01
   6.3000000e-01   2.0841255e-01
   6.4000000e-01   1.9179470e-01
   6.5000000e-01   1.7639320e-01
   6.6000000e-01   1.6226883e-01
   6.7000000e-01   1.4947733e-01
   6.8000000e-01   1.3806918e-01
   6.9000000e-01   1.2808941e-01
   7.0000000e-01   1.1957739e-01
   7.1000000e-01   1.1256674e-01
   7.2000000e-01   1.0708510e-01
   7.3000000e-01   1.0315412e-01
   7.4000000e-01   1.0078931e-01
   7.5000000e-01   1.0000000e-01
   7.6000000e-01   1.0078931e-01
   7.7000000e-01   1.0315412e-01
   7.8000000e-01   1.0708510e-01
   7.9000000e-01   1.1256674e-01
   8.0000000e-01   1.1957739e-01
   8.1000000e-01   1.2808941e-01
   8.2000000e-01   1.3806918e-01
   8.3000000e-01   1.4947733e-01
   8.4000000e-01   1.6226883e-01
   8.5000000e-01   1.7639320e-01
   8.6000000e-01   1.9179470e-01
   8.7000000e-01   2.0841255e-01
   8.8000000e-01   2.2618116e-01
   8.9000000e-01   2.4503040e-01
   9.0000000e-01   2.6488590e-01
   9.1000000e-01   2.8566928e-01
   9.2000000e-01   3.0729853e-01
   9.3000000e-01   3.2968828e-01
   9.4000000e-01   3.5275018e-01
   9.5000000e-01   3.7639320e-01
   9.6000000e-01   4.0052405e-01
   9.7000000e-01   4.2504747e-01
   9.8000000e-01   4.4986671e-01
   9.9000000e-01   4.7488379e-01
   1.0000000e+00   5.0000000e-01
